Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Swimming stroke count(count),Weather: Humidity(%),Weather: Temperature(degF)
2020-12-11 10:45:35 - 2020-12-11 11:00:28,142.924,HIIT,,893.735,,,,0.000,0.000,0.500,0.500,0.000,152.879,164.009,9.661,,,,90.000,42.800
2020-12-11 10:45:48 - 2020-12-11 11:00:48,76.000,Functional Strength Training (Indoor),,900.000,,,,0.000,0.000,0.750,0.250,0.000,147.252,164.009,,,,,,
2020-12-11 11:27:21 - 2020-12-11 11:42:28,50.446,Functional Strength Training,,906.660,,,,1.000,0.000,0.000,0.000,0.000,100.698,100.860,4.225,,,,87.000,42.800
2020-12-11 11:27:49 - 2020-12-11 11:42:49,76.000,Functional Strength Training (Indoor),,900.000,,,,1.000,0.000,0.000,0.000,0.000,92.107,100.537,,,,,,
2020-12-11 12:00:06 - 2020-12-11 12:30:56,136.108,Yoga,,1850.246,,,,1.000,0.000,0.000,0.000,0.000,93.052,105.757,4.416,,,,86.000,42.800
2020-12-11 12:00:18 - 2020-12-11 12:30:18,108.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,105.757,105.757,,,,,,
2020-12-15 13:25:39 - 2020-12-15 13:55:39,405.000,Cycling (Indoor),9.410,1800.000,,,,0.000,0.000,0.333,0.667,0.000,157.811,167.880,,18.800,28.300,,,
2020-12-15 13:25:39 - 2020-12-15 13:55:40,307.912,Cycling (Indoor),,1800.981,,,,0.000,0.000,0.333,0.667,0.000,157.811,167.880,10.176,,,,58.000,32.000
2020-12-16 07:51:57 - 2020-12-16 08:19:15,128.263,Walking,1.619,1638.673,,599.785,595.653,1.000,0.000,0.000,0.000,0.000,92.740,94.810,5.368,,,,71.000,30.200
2020-12-16 15:04:32 - 2020-12-16 15:17:23,99.000,Cycling (Indoor),2.520,771.000,,,,0.000,1.000,0.000,0.000,0.000,132.498,132.498,,1.500,22.700,,,
2020-12-16 15:04:33 - 2020-12-16 15:17:38,74.998,Cycling (Indoor),,508.096,,,,0.500,0.500,0.000,0.000,0.000,113.835,132.498,8.977,,,,72.000,32.000
2020-12-16 15:19:29 - 2020-12-16 15:49:29,261.000,Cycling (Indoor),5.980,1800.000,,,,0.000,0.547,0.415,0.038,0.000,135.327,169.055,,12.000,27.500,,,
2020-12-16 15:19:30 - 2020-12-16 15:23:19,0.024,Cycling,0.011,229.435,,612.764,596.338,0.000,0.617,0.383,0.000,0.000,133.511,153.000,1.300,,,,73.000,32.000
2020-12-16 15:23:42 - 2020-12-16 15:49:40,297.886,Cycling (Indoor),,1557.868,,,,0.000,0.000,0.000,1.000,0.000,164.375,169.055,11.214,,,,73.000,32.000
2020-12-17 11:29:06 - 2020-12-17 11:44:41,20.828,Functional Strength Training,,935.700,,,,1.000,0.000,0.000,0.000,0.000,81.722,83.613,2.184,,,,77.000,32.000
2020-12-17 11:29:34 - 2020-12-17 11:44:34,94.000,Functional Strength Training (Indoor),,900.000,,,,,,,,,,,,,,,,
2020-12-17 14:33:03 - 2020-12-17 15:03:03,400.000,Cycling (Indoor),7.190,1800.000,,,,0.077,0.144,0.254,0.368,0.157,153.203,185.000,,14.400,30.200,,,
2020-12-17 14:33:12 - 2020-12-17 15:03:06,290.152,Cycling (Indoor),,1793.900,,,,0.072,0.144,0.255,0.371,0.158,153.474,185.000,9.690,,,,72.000,33.800
2020-12-17 15:44:56 - 2020-12-17 16:04:51,190.453,Traditional Strength Training,,1194.731,,,,0.000,0.000,1.000,0.000,0.000,142.494,146.989,9.565,,,,72.000,33.800
2020-12-17 15:45:09 - 2020-12-17 16:05:09,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.200,0.800,0.000,0.000,139.797,146.989,,,,,,
2020-12-18 08:06:46 - 2020-12-18 08:21:26,70.316,Walking,0.934,879.678,,635.422,583.137,1.000,0.000,0.000,0.000,0.000,94.959,96.007,5.487,,,,78.000,26.600
2020-12-18 12:36:36 - 2020-12-18 12:56:45,112.141,Yoga,,1209.321,,,,0.500,0.500,0.000,0.000,0.000,109.387,115.657,5.965,,,,63.000,35.600
2020-12-18 12:37:02 - 2020-12-18 12:57:02,89.000,Yoga (Indoor),,1200.000,,,,0.750,0.250,0.000,0.000,0.000,86.164,115.657,,,,,,
2020-12-18 14:33:59 - 2020-12-18 14:45:07,86.526,Traditional Strength Training,,668.625,,,,0.000,1.000,0.000,0.000,0.000,129.896,129.896,7.654,,,,63.000,35.600
2020-12-18 14:34:21 - 2020-12-18 14:45:10,70.000,Functional Strength Training (Indoor),,649.000,,,,0.000,1.000,0.000,0.000,0.000,126.000,126.000,,,,,,
2020-12-19 11:12:07 - 2020-12-19 11:43:37,126.972,Yoga,,1890.321,,,,1.000,0.000,0.000,0.000,0.000,91.029,99.554,3.576,,,,77.000,39.200
2020-12-19 11:12:32 - 2020-12-19 11:42:32,135.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,99.554,99.554,,,,,,
2020-12-19 12:11:35 - 2020-12-19 12:17:42,23.055,Walking,0.314,366.657,,597.617,596.061,1.000,0.000,0.000,0.000,0.000,87.532,87.532,4.629,,,,77.000,42.800
2020-12-19 13:12:03 - 2020-12-19 13:24:55,105.135,Running,1.007,772.514,6.660,600.673,558.486,0.500,0.000,0.500,0.000,0.000,127.154,145.044,8.307,,,,73.000,42.800
2020-12-19 16:20:20 - 2020-12-19 16:30:47,82.553,Cycling (Indoor),,626.314,,,,0.198,0.655,0.147,0.000,0.000,123.051,144.000,8.163,,,,77.000,39.200
2020-12-19 16:20:23 - 2020-12-19 16:30:23,91.000,Cycling (Indoor),2.820,600.000,,,,0.200,0.652,0.148,0.000,0.000,123.035,144.000,,17.200,19.700,,,
2020-12-19 16:34:05 - 2020-12-19 16:44:05,70.000,Functional Strength Training (Indoor),,600.000,,,,0.653,0.347,0.000,0.000,0.000,112.884,128.000,,,,,,
2020-12-19 16:34:07 - 2020-12-19 16:44:23,48.844,Traditional Strength Training,,615.815,,,,0.653,0.347,0.000,0.000,0.000,112.977,128.000,4.382,,,,71.000,42.800
2020-12-19 16:53:24 - 2020-12-19 17:23:47,80.732,Functional Strength Training,,1822.770,,,,1.000,0.000,0.000,0.000,0.000,95.971,101.198,3.483,,,,70.000,42.800
2020-12-19 16:53:54 - 2020-12-19 17:23:54,188.000,Functional Strength Training (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,98.103,101.198,,,,,,
2020-12-20 12:19:15 - 2020-12-20 12:30:03,42.995,Yoga,,648.368,,,,1.000,0.000,0.000,0.000,0.000,81.856,81.856,4.718,,,,,
2020-12-20 12:19:41 - 2020-12-20 12:29:41,47.000,Yoga (Indoor),,600.000,,,,,,,,,,,,,,,,
2020-12-20 12:35:20 - 2020-12-20 13:05:33,294.054,HIIT,,1812.599,,,,0.000,0.333,0.334,0.333,0.000,145.372,161.254,9.718,,,,60.000,37.400
2020-12-20 12:35:45 - 2020-12-20 13:05:45,188.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.200,0.600,0.200,0.000,142.623,161.254,,,,,,
2020-12-20 13:47:41 - 2020-12-20 14:16:33,114.067,Walking,1.375,1731.596,22.999,607.863,592.326,1.000,0.000,0.000,0.000,0.000,94.016,94.715,4.740,,,,56.000,39.200
2020-12-20 17:26:06 - 2020-12-20 17:32:59,30.502,Cycling,1.119,412.366,20.308,650.503,591.974,0.000,0.000,1.000,0.000,0.000,138.093,138.093,5.761,,,,66.000,39.200
2020-12-21 08:23:36 - 2020-12-21 08:33:32,43.456,Walking,0.598,596.235,,598.278,594.001,1.000,0.000,0.000,0.000,0.000,93.323,93.323,5.160,,,,80.000,35.600
2020-12-21 08:52:48 - 2020-12-21 09:03:02,45.209,Walking,0.608,613.955,14.698,604.160,571.946,1.000,0.000,0.000,0.000,0.000,90.314,90.314,5.194,,,,80.000,37.400
2020-12-21 12:28:12 - 2020-12-21 12:37:09,68.328,Cycling,1.832,536.426,23.196,598.418,593.115,0.000,0.000,0.000,1.000,0.000,158.628,158.628,8.122,,,,63.000,42.800
2020-12-21 13:06:11 - 2020-12-21 13:12:48,48.928,Cycling,1.518,396.560,,598.414,594.786,0.000,0.000,0.000,1.000,0.000,163.180,163.180,7.728,,,,58.000,44.600
2020-12-22 09:43:27 - 2020-12-22 10:04:23,74.625,Yoga,,1256.006,,,,1.000,0.000,0.000,0.000,0.000,78.874,82.700,3.789,,,,72.000,35.600
2020-12-22 09:43:56 - 2020-12-22 10:03:56,98.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,,
2020-12-22 11:54:05 - 2020-12-22 12:14:10,155.198,HIIT,,1204.995,,,,0.000,1.000,0.000,0.000,0.000,124.346,127.428,7.986,,,,62.000,39.200
2020-12-22 11:54:31 - 2020-12-22 12:14:31,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,1.000,0.000,0.000,0.000,124.286,130.000,,,,,,
2020-12-22 14:36:00 - 2020-12-22 14:57:32,102.318,Walking,1.325,1291.861,12.566,609.136,591.747,1.000,0.000,0.000,0.000,0.000,94.388,94.732,5.261,,,,61.000,39.200
2020-12-23 12:06:48 - 2020-12-23 12:28:32,21.963,Yoga,,362.901,,,,1.000,0.000,0.000,0.000,0.000,87.242,87.472,5.817,,,,54.000,51.800
2020-12-23 12:07:16 - 2020-12-23 12:27:45,92.000,Yoga (Indoor),,1229.000,,,,,,,,,,,,,,,,
2020-12-23 13:24:27 - 2020-12-23 13:54:27,350.000,Cycling (Indoor),8.980,1800.000,,,,0.000,0.500,0.500,0.000,0.000,127.667,138.171,,18.000,21.400,,,
2020-12-23 13:24:37 - 2020-12-23 13:54:37,224.310,Cycling (Indoor),,1800.115,,,,0.000,0.333,0.667,0.000,0.000,132.056,140.836,7.761,,,,54.000,55.400
2020-12-24 17:29:35 - 2020-12-24 17:56:16,217.777,Traditional Strength Training,,1600.920,,,,0.000,1.000,0.000,0.000,0.000,130.496,134.712,8.080,,,,62.000,12.200
2020-12-24 17:56:46 - 2020-12-24 18:13:53,101.562,Yoga,,1026.949,,,,0.500,0.500,0.000,0.000,0.000,110.513,115.754,6.589,,,,61.000,12.200
2020-12-26 09:05:25 - 2020-12-26 09:54:23,231.790,Walking,2.340,2938.751,179.724,198.387,10.316,1.000,0.000,0.000,0.000,0.000,101.416,114.822,5.394,,,,,
2020-12-26 10:15:17 - 2020-12-26 10:25:30,101.090,Rowing,,613.427,,,,0.000,0.000,1.000,0.000,0.000,143.350,143.350,9.865,,,,61.000,69.800
2020-12-26 10:29:22 - 2020-12-26 11:19:12,462.774,Traditional Strength Training,,2989.855,,,,0.000,0.200,0.600,0.200,0.000,143.176,155.668,9.188,,,,59.000,71.600
2020-12-30 10:49:45 - 2020-12-30 10:55:47,58.654,Rowing,,361.934,,,,0.000,1.000,0.000,0.000,0.000,127.299,127.299,9.772,,,,,
2020-12-30 10:59:33 - 2020-12-30 11:28:48,256.649,Traditional Strength Training,,1754.427,,,,0.000,0.333,0.667,0.000,0.000,136.989,144.881,8.727,,,,,
