Date,Active energy burned(Cal),Activity,Distance(mi),Duration(s),Elevation: Ascended(ft),Elevation: Maximum(ft),Elevation: Minimum(ft),Heart rate zone: A Easy (<115bpm)(%),Heart rate zone: B Fat Burn (115-135bpm)(%),Heart rate zone: C Moderate Training (135-155bpm)(%),Heart rate zone: D Hard Training (155-175bpm)(%),Heart rate zone: E Extreme Training (>175bpm)(%),Heart rate: Average(count/min),Heart rate: Maximum(count/min),METs Average(kcal/hr·kg),Speed: Average(mi/hr),Speed: Maximum(mi/hr),Weather: Humidity(%),Weather: Temperature(degF)
2021-01-03 12:26:13 - 2021-01-03 12:56:48,149.920,Yoga,,1835.435,,,,1.000,0.000,0.000,0.000,0.000,94.793,104.222,5.149,,,,
2021-01-03 12:26:41 - 2021-01-03 12:56:41,126.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,104.222,104.222,,,,,
2021-01-03 13:15:01 - 2021-01-03 13:30:01,91.468,Cycling (Indoor),,900.262,,,,0.500,0.000,0.500,0.000,0.000,121.162,135.302,6.592,,,88.000,33.800
2021-01-03 13:15:02 - 2021-01-03 13:30:02,161.000,Cycling (Indoor),4.330,900.000,,,,0.500,0.000,0.500,0.000,0.000,121.162,135.302,,17.400,23.100,,
2021-01-03 16:38:46 - 2021-01-03 16:53:53,158.077,HIIT,,907.874,,,,0.000,0.000,0.500,0.000,0.500,162.596,177.803,10.385,,,87.000,30.200
2021-01-03 16:38:47 - 2021-01-03 16:53:47,94.000,Functional Strength Training (Indoor),,900.000,,,,0.000,0.000,1.000,0.000,0.000,147.390,147.390,,,,,
2021-01-04 08:17:20 - 2021-01-04 08:37:47,82.834,Yoga,,1227.047,,,,1.000,0.000,0.000,0.000,0.000,85.545,89.775,4.299,,,92.000,26.600
2021-01-04 08:17:47 - 2021-01-04 08:37:47,90.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,81.315,81.315,,,,,
2021-01-04 14:16:47 - 2021-01-04 14:46:47,345.000,Cycling (Indoor),6.380,1800.000,,,,0.055,0.293,0.459,0.193,0.000,141.790,174.000,,12.800,23.500,,
2021-01-04 14:16:47 - 2021-01-04 14:46:53,248.919,Cycling (Indoor),,1806.135,,,,0.055,0.292,0.457,0.196,0.000,141.829,174.000,8.463,,,,
2021-01-04 18:02:06 - 2021-01-04 18:39:44,130.782,Traditional Strength Training,,1232.362,,,,0.667,0.333,0.000,0.000,0.000,95.895,131.992,3.899,,,94.000,28.400
2021-01-04 18:02:34 - 2021-01-04 18:39:52,125.000,Functional Strength Training (Indoor),,2238.000,,,,0.250,0.500,0.250,0.000,0.000,122.712,144.000,,,,,
2021-01-05 11:56:44 - 2021-01-05 12:27:53,157.595,Walking,1.853,1868.589,,600.994,565.870,1.000,0.000,0.000,0.000,0.000,97.953,100.083,5.667,,,87.000,33.800
2021-01-05 17:17:50 - 2021-01-05 17:37:53,112.078,Cycling (Indoor),,1203.120,,,,0.477,0.453,0.070,0.000,0.000,117.460,147.000,6.137,,,86.000,33.800
2021-01-05 17:17:51 - 2021-01-05 17:37:51,155.000,Cycling (Indoor),5.410,1200.000,,,,0.480,0.450,0.070,0.000,0.000,117.427,147.000,,16.200,22.800,,
2021-01-06 08:05:47 - 2021-01-06 08:22:34,85.637,Walking,0.985,1003.549,,600.536,583.122,1.000,0.000,0.000,0.000,0.000,97.292,99.347,5.795,,,88.000,30.200
2021-01-06 13:13:20 - 2021-01-06 15:36:35,233.354,Traditional Strength Training,,1516.211,,,,0.715,0.214,0.071,0.000,0.000,96.643,138.243,9.397,,,75.000,35.600
2021-01-06 13:13:22 - 2021-01-06 15:36:52,183.000,Functional Strength Training (Indoor),,8610.000,,,,0.588,0.176,0.118,0.118,0.000,107.353,166.000,,,,,
2021-01-07 14:06:07 - 2021-01-07 14:32:42,192.050,Traditional Strength Training,,1594.987,,,,0.000,1.000,0.000,0.000,0.000,127.690,132.364,6.745,,,64.000,35.600
2021-01-07 14:44:22 - 2021-01-07 15:14:27,311.230,HIIT,,1804.815,,,,0.000,0.000,0.667,0.333,0.000,151.763,159.614,10.250,,,64.000,35.600
2021-01-07 14:44:46 - 2021-01-07 15:14:46,188.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.000,0.167,0.833,0.000,165.162,175.000,,,,,
2021-01-08 07:59:49 - 2021-01-08 08:16:56,83.337,Walking,1.005,1026.957,7.874,597.312,570.676,1.000,0.000,0.000,0.000,0.000,95.960,97.459,5.581,,,72.000,33.800
2021-01-08 10:06:55 - 2021-01-08 10:17:06,37.729,Yoga,,610.554,,,,1.000,0.000,0.000,0.000,0.000,85.675,85.675,3.317,,,73.000,33.800
2021-01-08 10:07:23 - 2021-01-08 10:17:23,43.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,74.333,77.000,,,,,
2021-01-08 10:20:11 - 2021-01-08 10:25:46,38.261,Functional Strength Training,,334.591,,,,0.000,0.000,1.000,0.000,0.000,137.813,137.813,7.303,,,72.000,33.800
2021-01-08 15:04:40 - 2021-01-08 15:26:23,187.000,Cycling (Indoor),6.160,1303.000,,,,0.280,0.720,0.000,0.000,0.000,120.222,135.000,,17.000,20.900,,
2021-01-08 15:04:42 - 2021-01-08 15:26:27,132.263,Cycling (Indoor),,1305.251,,,,0.278,0.722,0.000,0.000,0.000,120.283,135.000,6.625,,,82.000,32.000
2021-01-09 09:07:51 - 2021-01-09 09:39:17,160.938,Yoga,,1885.706,,,,1.000,0.000,0.000,0.000,0.000,98.437,112.895,5.638,,,73.000,30.200
2021-01-09 09:08:18 - 2021-01-09 09:38:18,140.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,112.895,112.895,,,,,
2021-01-09 12:23:35 - 2021-01-09 12:46:19,62.222,Walking,0.671,1363.306,20.374,624.607,580.506,1.000,0.000,0.000,0.000,0.000,81.337,87.657,3.472,,,64.000,35.600
2021-01-09 17:21:02 - 2021-01-09 17:51:02,360.000,Cycling (Indoor),8.230,1800.000,,,,0.102,0.253,0.281,0.328,0.036,145.093,183.000,,16.500,27.300,,
2021-01-09 17:21:04 - 2021-01-09 17:51:04,290.046,Cycling (Indoor),,1800.108,,,,0.102,0.253,0.281,0.328,0.036,145.093,183.000,9.671,,,66.000,32.000
2021-01-09 17:58:14 - 2021-01-09 18:08:16,47.249,Functional Strength Training,,602.189,,,,1.000,0.000,0.000,0.000,0.000,108.009,108.009,5.395,,,66.000,33.800
2021-01-09 17:58:38 - 2021-01-09 18:08:38,63.000,Functional Strength Training (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,106.333,109.000,,,,,
2021-01-10 12:26:31 - 2021-01-10 12:57:26,142.253,Yoga,,1854.617,,,,1.000,0.000,0.000,0.000,0.000,96.589,102.752,4.078,,,71.000,30.200
2021-01-10 12:27:01 - 2021-01-10 12:57:01,131.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,102.752,102.752,,,,,
2021-01-11 16:08:31 - 2021-01-11 16:28:31,115.863,Cycling (Indoor),,1199.868,,,,0.500,0.500,0.000,0.000,0.000,108.311,116.551,6.304,,,81.000,26.600
2021-01-11 16:08:33 - 2021-01-11 16:28:33,194.000,Cycling (Indoor),5.480,1200.000,,,,0.500,0.500,0.000,0.000,0.000,108.311,116.551,,16.500,24.400,,
2021-01-11 16:31:13 - 2021-01-11 16:41:13,69.000,Functional Strength Training (Indoor),,600.000,,,,0.582,0.418,0.000,0.000,0.000,112.614,130.000,,,,,
2021-01-11 16:31:14 - 2021-01-11 16:41:18,42.644,Traditional Strength Training,,604.094,,,,0.579,0.421,0.000,0.000,0.000,112.801,130.000,3.816,,,79.000,26.600
2021-01-11 17:18:55 - 2021-01-11 17:53:56,266.662,Traditional Strength Training,,2100.388,,,,0.000,1.000,0.000,0.000,0.000,127.244,134.706,7.263,,,83.000,26.600
2021-01-12 08:53:57 - 2021-01-12 09:09:42,61.350,Walking,0.690,944.630,29.429,618.888,590.257,1.000,0.000,0.000,0.000,0.000,81.169,83.101,4.649,,,,
2021-01-12 11:36:45 - 2021-01-12 11:58:07,75.910,Yoga,,1282.218,,,,1.000,0.000,0.000,0.000,0.000,80.626,81.054,3.429,,,70.000,35.600
2021-01-12 11:37:13 - 2021-01-12 11:57:13,89.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-01-12 17:06:39 - 2021-01-12 17:36:39,287.253,Cycling (Indoor),,1799.978,,,,0.000,0.333,0.667,0.000,0.000,143.686,154.606,9.573,,,74.000,35.600
2021-01-12 17:06:42 - 2021-01-12 17:36:42,406.000,Cycling (Indoor),9.420,1800.000,,,,0.000,0.000,1.000,0.000,0.000,149.315,154.606,,18.900,25.900,,
2021-01-12 18:09:03 - 2021-01-12 18:29:05,133.618,Traditional Strength Training,,1202.587,,,,0.000,0.500,0.500,0.000,0.000,133.867,147.411,6.248,,,77.000,33.800
2021-01-12 18:09:31 - 2021-01-12 18:29:31,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.800,0.200,0.000,0.000,134.882,147.411,,,,,
2021-01-13 13:03:06 - 2021-01-13 13:18:55,73.424,Walking,1.009,948.983,8.924,596.319,593.273,1.000,0.000,0.000,0.000,0.000,91.564,93.063,5.395,,,64.000,41.000
2021-01-13 18:02:25 - 2021-01-13 18:12:25,38.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,63.071,67.000,,,,,
2021-01-14 08:22:03 - 2021-01-14 08:38:47,74.014,Walking,1.012,1004.309,,597.117,593.298,1.000,0.000,0.000,0.000,0.000,86.929,88.385,5.141,,,82.000,33.800
2021-01-14 14:16:44 - 2021-01-14 14:47:09,138.962,Yoga,,1825.381,,,,1.000,0.000,0.000,0.000,0.000,97.261,102.456,4.000,,,72.000,39.200
2021-01-14 14:18:30 - 2021-01-14 14:48:30,140.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,73.148,102.456,,,,,
2021-01-14 17:36:20 - 2021-01-14 18:21:26,389.414,Traditional Strength Training,,2705.871,,,,0.200,0.000,0.600,0.000,0.200,145.684,175.522,8.066,,,82.000,39.200
2021-01-14 17:36:47 - 2021-01-14 18:21:47,282.000,Functional Strength Training (Indoor),,2700.000,,,,0.000,0.000,0.375,0.375,0.250,164.186,179.000,,,,,
2021-01-15 10:39:49 - 2021-01-15 10:55:55,56.555,Walking,0.611,965.361,15.354,598.966,586.221,1.000,0.000,0.000,0.000,0.000,89.243,90.120,4.245,,,86.000,33.800
2021-01-15 16:27:46 - 2021-01-15 16:57:46,239.775,Cycling (Indoor),,1800.268,,,,0.031,0.231,0.607,0.131,0.000,140.723,173.000,8.207,,,77.000,35.600
2021-01-15 16:27:48 - 2021-01-15 16:57:48,342.000,Cycling (Indoor),9.080,1800.000,,,,0.031,0.231,0.607,0.131,0.000,140.723,173.000,,18.200,26.700,,
2021-01-16 10:29:22 - 2021-01-16 10:54:54,95.526,Walking,1.344,1531.128,14.140,606.013,583.499,1.000,0.000,0.000,0.000,0.000,89.673,90.512,4.496,,,93.000,33.800
2021-01-18 11:06:54 - 2021-01-18 11:37:01,134.557,Traditional Strength Training,,1807.482,,,,1.000,0.000,0.000,0.000,0.000,96.762,105.400,2.884,,,69.000,30.200
2021-01-18 11:44:16 - 2021-01-18 11:54:45,57.987,Yoga,,628.814,,,,0.000,1.000,0.000,0.000,0.000,117.483,117.483,6.542,,,69.000,30.200
2021-01-20 09:57:24 - 2021-01-20 10:27:44,121.628,Yoga,,1820.189,,,,1.000,0.000,0.000,0.000,0.000,87.159,93.867,3.662,,,74.000,17.600
2021-01-20 09:57:53 - 2021-01-20 10:27:53,134.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,80.007,93.867,,,,,
2021-01-21 10:21:09 - 2021-01-21 10:51:09,202.973,Cycling (Indoor),,1800.029,,,,0.334,0.333,0.333,0.000,0.000,124.715,138.141,7.141,,,57.000,35.600
2021-01-21 10:21:10 - 2021-01-21 10:51:10,310.000,Cycling (Indoor),8.610,1800.000,,,,0.333,0.334,0.333,0.000,0.000,124.715,138.141,,17.200,20.900,,
2021-01-21 16:21:41 - 2021-01-21 17:13:33,322.618,Traditional Strength Training,,3111.958,,,,0.400,0.400,0.200,0.000,0.000,118.460,138.964,5.343,,,56.000,37.400
2021-01-22 08:18:53 - 2021-01-22 08:38:18,69.575,Walking,0.768,1164.962,13.451,607.152,548.890,1.000,0.000,0.000,0.000,0.000,86.419,89.407,4.350,,,63.000,12.200
2021-01-22 11:36:49 - 2021-01-22 12:06:51,225.777,Cycling (Indoor),,1801.824,,,,0.333,0.667,0.000,0.000,0.000,120.323,128.743,7.798,,,53.000,15.800
2021-01-22 11:36:51 - 2021-01-22 12:06:51,233.000,Cycling (Indoor),7.560,1800.000,,,,0.333,0.667,0.000,0.000,0.000,120.323,128.743,,15.100,21.300,,
2021-01-22 21:17:20 - 2021-01-22 21:27:46,47.000,Yoga (Indoor),,626.000,,,,0.667,0.000,0.333,0.000,0.000,113.333,141.000,,,,,
2021-01-23 11:45:07 - 2021-01-23 12:14:21,152.169,Functional Strength Training,,1753.899,,,,0.333,0.667,0.000,0.000,0.000,113.466,122.906,5.760,,,42.000,26.600
2021-01-24 09:52:11 - 2021-01-24 10:12:11,227.000,Cycling (Indoor),5.830,1200.000,,,,1.000,0.000,0.000,0.000,0.000,105.378,112.756,,17.500,25.700,,
2021-01-24 09:52:15 - 2021-01-24 10:12:16,124.289,Cycling (Indoor),,1201.183,,,,0.500,0.500,0.000,0.000,0.000,122.204,131.653,6.675,,,82.000,28.400
2021-01-24 10:15:29 - 2021-01-24 10:25:33,60.156,Traditional Strength Training,,604.353,,,,0.000,1.000,0.000,0.000,0.000,118.164,118.164,5.640,,,85.000,28.400
2021-01-24 10:15:30 - 2021-01-24 10:25:30,63.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-01-24 10:40:58 - 2021-01-24 11:02:00,99.262,Yoga,,1262.009,,,,1.000,0.000,0.000,0.000,0.000,92.419,96.107,5.127,,,82.000,28.400
2021-01-24 10:41:26 - 2021-01-24 11:01:26,87.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-01-25 08:06:14 - 2021-01-25 08:29:05,115.734,Walking,1.288,1370.425,30.545,597.392,551.640,1.000,0.000,0.000,0.000,0.000,100.306,100.732,5.715,,,80.000,30.200
2021-01-25 17:54:38 - 2021-01-25 18:14:42,105.957,Traditional Strength Training,,1204.434,,,,0.500,0.000,0.500,0.000,0.000,120.004,136.595,4.112,,,79.000,32.000
2021-01-25 17:55:06 - 2021-01-25 18:15:06,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.200,0.800,0.000,0.000,141.519,152.000,,,,,
2021-01-25 18:18:03 - 2021-01-25 18:25:43,28.232,Functional Strength Training,,460.495,,,,1.000,0.000,0.000,0.000,0.000,98.561,98.561,4.480,,,79.000,32.000
2021-01-25 18:18:32 - 2021-01-25 18:24:02,37.000,Functional Strength Training (Indoor),,330.000,,,,,,,,,,,,,,,
2021-01-26 08:23:56 - 2021-01-26 08:35:14,71.467,Walking,0.663,678.059,9.613,597.190,575.062,1.000,0.000,0.000,0.000,0.000,104.817,104.817,6.815,,,90.000,30.200
2021-01-26 16:35:43 - 2021-01-26 16:55:43,138.943,Cycling (Indoor),,1200.314,,,,0.996,0.004,0.000,0.000,0.000,72.817,127.282,7.319,,,85.000,30.200
2021-01-26 16:35:44 - 2021-01-26 16:55:44,222.000,Cycling (Indoor),5.760,1200.000,,,,0.996,0.004,0.000,0.000,0.000,72.680,127.282,,17.300,25.800,,
2021-01-26 17:26:37 - 2021-01-26 17:46:36,149.032,Functional Strength Training,,1199.589,,,,0.000,0.500,0.000,0.500,0.000,144.793,159.057,7.792,,,84.000,30.200
2021-01-27 11:43:37 - 2021-01-27 12:15:48,121.246,Yoga,,1931.004,,,,1.000,0.000,0.000,0.000,0.000,84.786,91.802,3.270,,,77.000,26.600
2021-01-27 11:44:04 - 2021-01-27 12:14:04,135.000,Yoga (Indoor),,1800.000,,,,1.000,0.000,0.000,0.000,0.000,91.802,91.802,,,,,
2021-01-27 13:47:53 - 2021-01-27 14:02:53,118.000,Cycling (Indoor),3.770,900.000,,,,0.000,1.000,0.000,0.000,0.000,123.633,127.408,,15.100,22.600,,
2021-01-27 13:47:53 - 2021-01-27 14:02:54,113.719,Cycling (Indoor),,900.301,,,,0.000,1.000,0.000,0.000,0.000,123.633,127.408,7.880,,,76.000,24.800
2021-01-27 14:06:42 - 2021-01-27 14:26:46,244.421,Cycling (Indoor),,1204.120,,,,0.068,0.013,0.059,0.432,0.428,165.343,189.000,11.858,,,76.000,24.800
2021-01-27 14:06:43 - 2021-01-27 14:26:43,317.000,Cycling (Indoor),7.240,1200.000,,,,0.068,0.013,0.059,0.432,0.428,165.343,189.000,,21.700,27.600,,
2021-01-28 08:18:00 - 2021-01-28 08:31:11,55.804,Walking,0.772,791.135,7.579,597.464,566.137,1.000,0.000,0.000,0.000,0.000,87.294,87.342,5.028,,,74.000,12.200
2021-01-28 10:09:43 - 2021-01-28 10:29:43,92.094,Yoga,,1200.630,,,,1.000,0.000,0.000,0.000,0.000,94.844,97.530,4.278,,,59.000,19.400
2021-01-28 10:09:49 - 2021-01-28 10:29:49,84.000,Yoga (Indoor),,1200.000,,,,1.000,0.000,0.000,0.000,0.000,87.080,92.159,,,,,
2021-01-30 09:59:55 - 2021-01-30 10:10:58,49.147,Walking,0.623,662.947,,598.283,563.940,1.000,0.000,0.000,0.000,0.000,91.711,91.711,5.190,,,61.000,32.000
2021-01-30 12:03:33 - 2021-01-30 12:15:01,82.377,HIIT,,688.457,,,,1.000,0.000,0.000,0.000,0.000,110.070,110.070,7.534,,,59.000,33.800
2021-01-30 12:19:21 - 2021-01-30 13:28:06,562.321,Traditional Strength Training,,4124.179,,,,0.000,0.571,0.429,0.000,0.000,133.388,143.116,8.001,,,59.000,33.800
2021-01-31 12:20:33 - 2021-01-31 12:30:43,44.259,Yoga,,609.822,,,,1.000,0.000,0.000,0.000,0.000,85.583,85.583,4.708,,,95.000,30.200
2021-01-31 12:21:00 - 2021-01-31 12:31:00,48.000,Yoga (Indoor),,600.000,,,,1.000,0.000,0.000,0.000,0.000,86.000,93.000,,,,,
2021-01-31 14:05:02 - 2021-01-31 14:50:04,472.898,Cycling (Indoor),,2702.045,,,,0.000,0.000,0.400,0.600,0.000,152.102,157.453,10.367,,,93.000,30.200
2021-01-31 14:05:05 - 2021-01-31 14:50:05,563.000,Cycling (Indoor),13.900,2700.000,,,,0.000,0.000,0.400,0.600,0.000,152.102,157.453,,18.500,22.100,,
2021-01-31 14:57:06 - 2021-01-31 15:08:13,58.344,Functional Strength Training,,667.042,,,,1.000,0.000,0.000,0.000,0.000,113.605,113.605,5.866,,,93.000,30.200
2021-01-31 14:57:35 - 2021-01-31 15:07:35,63.000,Functional Strength Training (Indoor),,600.000,,,,,,,,,,,,,,,
2021-01-31 15:08:59 - 2021-01-31 15:20:56,28.772,Functional Strength Training,,717.371,,,,1.000,0.000,0.000,0.000,0.000,96.495,98.544,3.315,,,93.000,30.200
2021-01-31 15:09:19 - 2021-01-31 15:19:22,31.000,Preparation and Recovery (Indoor),,603.000,,,,,,,,,,,,,,,
2021-02-01 09:15:52 - 2021-02-01 09:43:57,91.754,Walking,0.953,1684.991,15.486,600.354,574.616,1.000,0.000,0.000,0.000,0.000,81.494,84.664,4.042,,,67.000,32.000
2021-02-01 12:23:00 - 2021-02-01 12:46:52,107.000,Yoga (Indoor),,1432.000,,,,1.000,0.000,0.000,0.000,0.000,85.500,98.000,,,,,
2021-02-01 12:44:18 - 2021-02-01 12:55:52,35.169,Yoga,,694.039,,,,1.000,0.000,0.000,0.000,0.000,72.717,72.717,3.611,,,72.000,30.200
2021-02-01 15:30:01 - 2021-02-01 15:50:01,114.336,Cycling (Indoor),,1200.164,,,,0.336,0.561,0.062,0.000,0.041,116.302,202.000,6.241,,,65.000,32.000
2021-02-01 15:30:02 - 2021-02-01 15:50:02,166.000,Cycling (Indoor),5.830,1200.000,,,,0.336,0.561,0.062,0.000,0.041,116.302,202.000,,17.500,23.100,,
2021-02-01 15:53:43 - 2021-02-01 16:04:10,53.258,Functional Strength Training,,626.186,,,,0.566,0.418,0.016,0.000,0.000,113.478,137.000,5.762,,,67.000,32.000
2021-02-01 15:53:52 - 2021-02-01 16:03:52,71.000,Functional Strength Training (Indoor),,600.000,,,,0.562,0.421,0.017,0.000,0.000,113.496,137.000,,,,,
2021-02-01 17:10:00 - 2021-02-01 17:40:03,218.993,Traditional Strength Training,,1802.677,,,,0.000,0.667,0.000,0.333,0.000,137.470,159.196,6.701,,,67.000,30.200
2021-02-01 17:10:14 - 2021-02-01 17:40:14,188.000,Functional Strength Training (Indoor),,1800.000,,,,0.000,0.250,0.000,0.750,0.000,156.881,168.000,,,,,
2021-02-02 08:07:36 - 2021-02-02 08:26:18,69.072,Walking,1.037,1116.077,,597.112,566.145,1.000,0.000,0.000,0.000,0.000,90.218,91.763,4.506,,,81.000,24.800
2021-02-02 12:06:22 - 2021-02-02 12:27:29,82.078,Yoga,,1267.004,,,,1.000,0.000,0.000,0.000,0.000,81.005,82.239,4.182,,,66.000,30.200
2021-02-02 12:06:50 - 2021-02-02 12:26:50,80.000,Yoga (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-02-02 17:17:46 - 2021-02-02 18:02:46,381.948,Cycling (Indoor),,2700.059,,,,0.000,0.800,0.200,0.000,0.000,131.568,135.185,8.622,,,64.000,30.200
2021-02-02 17:17:47 - 2021-02-02 18:02:47,532.000,Cycling (Indoor),13.720,2700.000,,,,0.000,0.800,0.200,0.000,0.000,131.568,135.185,,18.300,21.000,,
2021-02-02 18:11:28 - 2021-02-02 18:25:54,58.366,Functional Strength Training,,865.684,,,,1.000,0.000,0.000,0.000,0.000,99.043,109.580,4.858,,,69.000,28.400
2021-02-02 18:16:40 - 2021-02-02 18:19:50,11.000,Preparation and Recovery (Indoor),,190.000,,,,,,,,,,,,,,,
2021-02-03 13:19:26 - 2021-02-03 15:05:26,416.183,Yoga,,6360.081,,,,1.000,0.000,0.000,0.000,0.000,81.669,102.636,4.442,,,49.000,35.600
2021-02-03 13:19:54 - 2021-02-03 14:04:54,197.000,Yoga (Indoor),,2700.000,,,,1.000,0.000,0.000,0.000,0.000,96.285,102.636,,,,,
2021-02-04 18:27:32 - 2021-02-04 18:39:12,56.874,Traditional Strength Training,,700.088,,,,1.000,0.000,0.000,0.000,0.000,93.786,93.786,3.413,,,94.000,32.000
2021-02-05 08:09:20 - 2021-02-05 08:27:18,73.863,Walking,1.005,1078.289,,596.538,593.048,1.000,0.000,0.000,0.000,0.000,90.429,92.346,4.882,,,71.000,10.400
2021-02-06 08:56:34 - 2021-02-06 09:20:06,105.473,Walking,1.194,1412.369,13.419,649.032,589.232,1.000,0.000,0.000,0.000,0.000,90.544,91.932,5.190,,,67.000,6.800
2021-02-06 10:21:11 - 2021-02-06 10:42:56,82.704,Yoga,,1304.821,,,,1.000,0.000,0.000,0.000,0.000,80.672,83.837,4.240,,,64.000,10.400
2021-02-06 10:21:39 - 2021-02-06 10:41:39,125.000,Functional Strength Training (Indoor),,1200.000,,,,,,,,,,,,,,,
2021-02-06 11:22:26 - 2021-02-06 12:07:58,399.916,Cycling (Indoor),,2731.250,,,,0.000,0.800,0.200,0.000,0.000,133.800,136.506,8.884,,,60.000,12.200
2021-02-06 11:22:58 - 2021-02-06 12:07:58,531.000,Cycling (Indoor),13.710,2700.000,,,,0.000,0.750,0.250,0.000,0.000,134.730,136.506,,18.300,20.400,,
2021-02-07 12:22:50 - 2021-02-07 12:43:02,136.005,Traditional Strength Training,,1211.594,,,,0.500,0.000,0.500,0.000,0.000,126.405,139.504,6.140,,,51.000,3.200
2021-02-07 12:23:10 - 2021-02-07 12:43:10,125.000,Functional Strength Training (Indoor),,1200.000,,,,0.000,0.000,1.000,0.000,0.000,139.504,139.504,,,,,
2021-02-07 13:37:55 - 2021-02-07 13:54:07,57.235,Walking,0.622,971.660,15.157,621.081,594.930,1.000,0.000,0.000,0.000,0.000,92.935,95.495,4.225,,,49.000,5.000
2021-02-08 12:49:30 - 2021-02-08 13:35:10,383.385,Cycling (Indoor),,2739.980,,,,0.000,0.800,0.200,0.000,0.000,130.771,135.023,8.553,,,61.000,14.000
2021-02-08 12:50:19 - 2021-02-08 13:35:19,532.000,Cycling (Indoor),13.710,2700.000,,,,0.000,0.833,0.167,0.000,0.000,131.674,135.023,,18.300,20.100,,
2021-02-08 17:50:07 - 2021-02-08 18:13:23,132.684,Traditional Strength Training,,1395.987,,,,0.500,0.500,0.000,0.000,0.000,112.175,116.684,4.638,,,78.000,12.200
2021-02-09 16:33:51 - 2021-02-09 16:53:45,78.472,Walking,1.021,1193.229,23.556,627.504,593.988,1.000,0.000,0.000,0.000,0.000,90.605,91.103,4.710,,,40.000,15.800
2021-02-09 20:47:03 - 2021-02-09 21:33:47,182.098,Yoga,,2804.170,,,,1.000,0.000,0.000,0.000,0.000,80.645,85.952,4.523,,,54.000,10.400
2021-02-09 20:47:30 - 2021-02-09 21:32:30,201.000,Yoga (Indoor),,2700.000,,,,1.000,0.000,0.000,0.000,0.000,83.153,85.952,,,,,
2021-02-10 08:18:44 - 2021-02-10 08:29:03,43.090,Walking,0.584,619.110,20.112,616.798,595.477,1.000,0.000,0.000,0.000,0.000,96.363,96.363,,,,,
2021-02-10 17:49:57 - 2021-02-10 18:36:05,341.890,Traditional Strength Training,,2767.781,,,,0.250,0.500,0.250,0.000,0.000,128.865,139.922,6.897,,,,
2021-02-10 17:50:23 - 2021-02-10 18:35:52,281.000,Functional Strength Training (Indoor),,2729.000,,,,0.000,0.500,0.500,0.000,0.000,137.235,139.922,,,,,
2021-02-11 08:24:31 - 2021-02-11 08:48:02,64.893,Walking,0.698,1411.575,17.421,624.119,568.927,1.000,0.000,0.000,0.000,0.000,85.701,87.776,3.493,,,78.000,8.600
2021-02-11 11:20:31 - 2021-02-11 12:06:30,405.874,Cycling (Indoor),,2759.249,,,,0.000,0.200,0.800,0.000,0.000,135.160,139.641,8.911,,,73.000,19.400
2021-02-11 11:21:29 - 2021-02-11 12:06:29,534.000,Cycling (Indoor),13.740,2700.000,,,,0.000,0.000,1.000,0.000,0.000,137.929,139.641,,18.300,19.600,,
2021-02-11 17:51:55 - 2021-02-11 18:36:53,433.607,Traditional Strength Training,,2698.850,,,,0.000,0.000,0.750,0.250,0.000,149.411,158.989,9.311,,,74.000,21.200
2021-02-11 17:52:22 - 2021-02-11 18:37:22,282.000,Functional Strength Training (Indoor),,2700.000,,,,0.000,0.000,0.286,0.714,0.000,162.740,172.000,,,,,
2021-02-13 14:57:21 - 2021-02-13 16:57:47,477.750,Walking,4.445,7225.636,66.995,628.402,581.740,1.000,0.000,0.000,0.000,0.000,98.389,110.171,4.535,,,74.000,12.200
2021-02-13 17:17:04 - 2021-02-13 18:21:32,240.864,Running,2.271,2033.190,32.480,628.882,580.271,0.333,0.500,0.000,0.167,0.000,127.576,170.737,7.337,,,75.000,8.600
2021-02-15 12:06:34 - 2021-02-15 12:51:47,525.000,Cycling (Indoor),13.670,2713.000,,,,0.143,0.857,0.000,0.000,0.000,121.696,132.714,,18.100,19.900,,
2021-02-15 12:06:36 - 2021-02-15 12:51:37,342.483,Cycling (Indoor),,2700.485,,,,0.000,1.000,0.000,0.000,0.000,128.975,132.714,7.872,,,68.000,12.200
2021-02-16 17:49:35 - 2021-02-16 18:13:52,120.321,Functional Strength Training,,1456.109,,,,0.667,0.333,0.000,0.000,0.000,110.018,119.471,5.557,,,,
